sentence,frequency
"এরপরও ২০২০-২১ অর্থবছরে ৯ ৪৪০ টাকা রাজস্ব আদায় চট্টগ্রাম কাস্টমস, এক্সাইজ ভ্যাট কমিশনারেট",1
এলটিইউ (কর) আদায় ২৪ ১১ টাকা,1
জুলাই মাসে ভ্যাট রিটার্নের আসার ৫০ টাকা ছাড়িয়ে আশা হচ্ছে,1
গত অর্থবছরে এলটিইউ ৪৮ ৬৮৭ টাকা ভ্যাট পেয়েছে,1
সরকার গরুর চামড়ার দাম বর্গফুটে ৫ টাকা বাড়ানোর বাজারে কাঁচা চামড়ার দাম কিছুটা বেড়েছে,1
এ বছর ঢাকার লবণযুক্ত কাঁচা চামড়ার দাম গরুর বর্গফুট ৪০ ৪৫ টাকা ঢাকার বাইরে ৩৩ ৩৭ টাকা নির্ধারণ হয়েছে,1
"পোস্তায় কয়েকজন মৌসুমি ব্যবসায়ী বিক্রেতার কথা যায়, ২৫–৩০ বর্গফুটের কাঁচা চামড়া গড়ে ৭০০ টাকা বিক্রি হচ্ছে",1
নিচের ১৪–২০ বর্গফুটের কাঁচা চামড়া গড়ে ৪০০ টাকা বিক্রি হচ্ছে,1
"আল আমিন নামে একজন জানান, কাঁচা চামড়া ৭০০ টাকা বিক্রি করেছেন",1
"মৌসুমি ব্যবসায়ী নুরুল ইসলাম জানান, ৩০০টি কাঁচা চামড়া কিনেছেন",1
প্রতিটি চামড়া ৭০০ টাকা কিনেছেন,1
এগুলো ২৫–৩০ বর্গফুটের কাঁচা চামড়া,1
"' বলেন, গতবারের চেয়ে কাঁচা চামড়ার দাম প্রতিটিতে ৫০ ১০০ টাকা বেড়েছে",1
"পোস্তার মৌসুমি ব্যবসায়ীরা বলছেন, প্রতিটি গরুর চামড়া গড়ে ৭০০ টাকা কিনছেন",1
"লবণ যোগ করা, শ্রমিকের মজুরি ভ্যান ভাড়ায় প্রতিটিতে ৩০০ টাকা খরচ হবে",1
লবণযুক্ত চামড়া ১০০০ টাকায় বিক্রি চান,1
"রাজধানীর আজিমপুরে মৌসুমি ব্যবসায়ী জামাল আহমেদ বলেন, বিকেল চারটা ২০টি গরুর চামড়া কিনেছেন",1
প্রতিটি গড়ে পড়েছে ৭০০ টাকা,1
গতবার সময়ে ৪০০ চামড়া কিনেছিলেন,1
গত বছর আগের বছরের (২০১৯) চেয়ে ২৯ শতাংশ দাম কমিয়ে ঢাকায় বর্গফুট গরুর চামড়ার দাম নির্ধারণ হয়েছিল ৩৫ ৪০ টাকা,1
২০ শতাংশ দাম কমিয়ে ঢাকার বাইরে বর্গফুট গরুর চামড়ার দাম ২৮ ৩২ টাকা নির্ধারণ হয়েছিল,1
অন্যদিকে দেশের বড় বড় ১১০টি ব্যবসায় প্রতিষ্ঠান এলটিইউয়ের (ভ্যাট) ভ্যাট দেয়,1
তিন কমিশনারেট ১ লাখ ২৪ ২৬৩ টাকার শুল্ক-কর আদায় হয়েছে,1
ঋণগ্রহীতা দেবেন ৪ শতাংশ সুদ বাকি ৫ শতাংশ সুদ ভর্তুকি হিসেবে বহন সরকার,1
শূকরের মাংসের দাম ১৩ শতাংশ বাড়ানো হয়েছে,1
করোনার কারণে ব্যবসা-বাণিজ্যে শ্লথগতি থাকায় বিদায়ী অর্থবছরে এনবিআরের সংশোধিত লক্ষ্যমাত্রা হয়েছিল ৩ লাখ ১ টাকা,1
বিদায়ী অর্থবছরে শুল্ক-কর আদায়ে ৫০ টাকার ঘাটতি হয়েছে,1
কঠোরতম বিধিনিষেধের ব্যাংকিং সেবা ১৩ জুলাই এক প্রজ্ঞাপন জারি বাংলাদেশ ব্যাংক,1
লেনদেন সকাল ১০টা বেলা দেড়টা পর্যন্ত,1
বাজারেও সবজি প্রোটিনের নিরামিষ বিকল্পের চাহিদা ৭০ শতাংশর বেড়েছে,1
"৪৮ বছর বয়সী নিউইয়র্কের বাসিন্দা ইউডেলিয়া পেনা মিট রিয়েলিটিকে বলেন, বিপুল মূল্যবৃদ্ধির কারণে মাংস খাওয়া ভুলতে বসেছে পরিবার",1
মুরগির মাংসের দাম বেড়েছে ৯ শতাংশ,1
আমদানি পর্যায়ে শুল্ক আদায়ের লক্ষ্য ৯৪ টাকা,1
মহামারির যুক্তরাষ্ট্রে গোমাংসের দাম ৬ শতাংশ বেড়েছে,1
"আর্জেন্টিনায় পৃথিবীর সবচেয়ে মাংসাশী মানুষের বসবাস, দেশেও গরুর মাংসের চাহিদা গত এক বছরে ৪ শতাংশ কমেছে",1
ইউরোপে চলতি বছর মাংসের সামগ্রিক চাহিদা ১ শতাংশ কমবে পূর্বাভাস,1
চলতি জুলাই মাসে মার্কিন যুক্তরাষ্ট্রে মাংসের চাহিদা এক বছর আগের সময়ের তুলনায় ১২ শতাংশ কমেছে,1
"বলা হয়েছে, ঋণ পরিশোধের মেয়াদ সর্বোচ্চ ২০ বছর",1
ঋণ অবসরে ৯ শতাংশ হারেই সুদ পরিশোধ হবে,1
"এনবিআরের সাময়িক গেছে, বিদায়ী অর্থবছরে ২ লাখ ৫৫ টাকা আদায় পেরেছে দেশের প্রধান রাজস্ব আহরণকারী সংস্থাটি",1
অবশ্য বছরের শুরুতে ৩ লাখ ৩০ টাকার লক্ষ্য এনবিআরকে হয়েছিল,1
এনবিআরের ঘাটতি দাঁড়ায় ৭৫ টাকা,1
২০১৯-২০ অর্থবছরে এযাবৎকালের রেকর্ড ৮২ টাকা ঘাটতি হয়েছিল,1
"২০২০ সালের এপ্রিল, মে জুন মাসে সবকিছু বন্ধ থাকার ধাক্কা সামাল পারেনি রাজস্ব খাত",1
বিদায়ী অর্থবছরে রাজস্ব আদায়ে ১৭ শতাংশ প্রবৃদ্ধি হয়েছে,1
"এবার উদাহরণ যাক, বিদায়ী অর্থবছরের সাময়িক সারা দেশ মিলিয়ে ৯৩ ৬০ টাকা ভ্যাট আদায় হয়েছে",1
টাকার অর্ধেক দিয়েছে দেশের ১১০টি বড় কোম্পানি,1
ভ্যাট খাতের ভরসা ১১০টি কোম্পানি,1
বড়রা পাশে থাকার পরও বছর শেষে সার্বিক ভ্যাট খাতে ঘাটতি ১৬ ৩৯৭ টাকা,1
ভ্যাটের লক্ষ্যমাত্রা ১ লাখ ৮ ৬০০ টাকা,1
বিদায়ী অর্থবছরে আয়করে ঘাটতি হয়েছে ১২ টাকা,1
আয়কর আদায় হয়েছে ৮৫ টাকা,1
আয়করের ৩০ শতাংশ দিয়েছে ২৮১টি কোম্পানি ৯৮৭ পরিচালক,1
বৃহৎ করদাতা ইউনিটের (কর) অধীন এসব করদাতা ২৪ ১১ টাকা কর দিয়েছেন,1
দুর্দিনেও এলটিইউ সংশোধিত লক্ষ্যমাত্রার চেয়ে ১১ টাকা আদায় করেছে,1
আমদানি পর্যায়ে ৭৭ টাকা আদায় হয়েছে,1
বাংলাদেশে ২০১১ সালে মোবাইল ফোনের আর্থিক সেবা (এমএফএস) মোবাইল ব্যাংকিং সেবা ডাচ বাংলা ব্যাংক,1
"নগদ বাকি ১৫টি প্রতিষ্ঠানের তথ্য বাংলাদেশ ব্যাংকের তৈরি এক প্রতিবেদনে হয়েছে, গত মার্চের শেষে সেবার গ্রাহক ১০ ২৭ লাখ ৯৬ হাজার",1
সক্রিয় গ্রাহকের সংখ্যা ৩ ৪৬ লাখ,1
১০ একেকবারে ভেতরে ঢুকতে হচ্ছে,1
"সূত্রে প্রাপ্ত তথ্য অনুযায়ী, জানুয়ারি–মার্চ—এ তিন মাসে ব্যাংকটি ৫০০ টাকার ঋণ বিতরণ পর্ষদের অনুমোদন ছাড়া",1
নেতৃত্ব ৩১ মে শেয়ারবাজারে লেনদেন করে,1
দফায় গত বছরের ২৬ মার্চ একটানা ৬৬ শেয়ারবাজারে লেনদেন বন্ধ ছিল,1
"এদিকে, গতকাল সোমবার সরকারি নির্দেশনা জারির বিকেলে বাংলাদেশ ব্যাংকও ১৪ ২১ এপ্রিল ব্যাংক বন্ধের ঘোষণা দেয়",1
"গতকাল এক প্রজ্ঞাপনে বাংলাদেশ ব্যাংক জানায়, ১৪ ২১ এপ্রিল ব্যাংক বন্ধ থাকার কারণে সময়ে ব্যাংকগুলোর এটিএম বুথ দিনে এক লাখ টাকা নগদ উত্তোলন যাবে",1
'আজ সকাল ১০টা বেলা ৩টা ব্যাংকের লেনদেন চলবে,1
সকাল নয়টার গুলশান ১–এ সিটি ব্যাংকের বাইরে ৪৩ গ্রাহককে দাঁড়িয়ে থাকতে যায়,1
"ন্যাশনাল ব্যাংক প্রজন্মের বেসরকারি ব্যাংক, ঋণের পরিমাণ ৪২ টাকার বেশি",1
"'ওয়ান ব্যাংকের দাঁড়িয়ে এক নারী গ্রাহক বেলা সোয়া ১১টার সময় জানান, ২০ মিনিট দাঁড়িয়ে আছেন তিনি",1
৪০ মিনিট ব্যাংকের বাইরে লাইনে দাঁড়িয়ে আছি,1
সকাল ১০টার কয়েকজন গ্রাহকের কথা হয়,1
১৪ ২১ এপ্রিল সরকার ঘোষিত 'সর্বাত্মক লকডাউনে' ব্যাংক সেবা সীমিত আকারে খোলা রাখার সিদ্ধান্ত আসছে,1
ব্যাংক বন্ধ রাখার সিদ্ধান্ত নেওয়ার ২৪ ঘণ্টার সিদ্ধান্তের কথা জানিয়েছে বাংলাদেশ ব্যাংক,1
বৃহস্পতিবার ২১ এপ্রিল সরকার ঘোষিত 'সর্বাত্মক লকডাউনে' ব্যাংকে লেনদেন সকাল ১০টা দুপুর একটা চলবে,1
ব্যাংকের দীর্ঘদিনের চেয়ারম্যান জয়নুল হক সিকদার গত ১০ ফেব্রুয়ারি মারা যাওয়ার ২৪ ফেব্রুয়ারি চেয়ারম্যানের দায়িত্ব নেন স্ত্রী মনোয়ারা সিকদার,1
২০০৯ সালে সরকার পরিবর্তনের পরিচালনা পর্ষদেরও বদল ন্যাশনাল ব্যাংকে,1
বাংলাদেশে প্রতিবছর সাড়ে ১০ শতাংশ হারে মধ্যবিত্ত মানুষের সংখ্যা বাড়ছে,1
"এদিকে ১৪ ২১ এপ্রিল সরকার আর্থিক প্রতিষ্ঠান বন্ধের নির্দেশনা দিয়েছে, সরকারি সাপ্তাহিক ছুটি মিলিয়ে এমনিতেই তিন বন্ধ থাকত ব্যাংক",1
"নতুন বেঁধে দাম অনুযায়ী খুচরা বাজারে ছোলা কেজিপ্রতি ৬৩ ৬৭ টাকা, পেঁয়াজ ৪০ টাকা, ভোজ্যতেলের এক লিটারের বোতল ১৩৯ টাকা, পাঁচ লিটারের বোতল ৬৬০ টাকা, মোটা দানার মসুর ডাল ৬৭-৬৯ টাকা সরু দানার ডাল ৯৭ ১০৩ টাকায় বিক্রি চিনির খুচরা মূল্য কেজিপ্রতি ৬৭ ৬৮ টাকায় কিনতে পারবেন ক্রেতারা",1
"জানান, সরকার ইতিমধ্যে বাজেট সহায়তা হিসেবে বিশ্বব্যাংকের ৫০ ডলার সহায়তা চেয়েছে",1
"বিশ্বব্যাংকের প্রতিবেদনে হয়েছে, চলতি অর্থবছরে দেশজ উৎপাদনের (জিডিপি) প্রবৃদ্ধি ২ দশমিক ৬ শতাংশ ৫ দশমিক ৬ শতাংশ পারে",1
"উল্লেখ্য, করোনা সংক্রমণ ঠেকাতে ১৪ এপ্রিল ৭ দিনের কঠোর বিধিনিষেধ আরোপ সরকার",1
"বিষয়ে বাংলাদেশ ব্যাংকের মুখপাত্র সিরাজুল ইসলাম সন্ধ্যা ৬টায় আলোকে বলেন, শাখা বন্ধ থাকবে",1
করোনাভাইরাসের সংক্রমণ নিয়ন্ত্রণে ১৪ এপ্রিল ২১ এপ্রিল 'সর্বাত্মক লকডাউনে' ব্যাংক বন্ধ থাকবে,1
"'এদিকে ১৪ ২০ এপ্রিল সরকার আর্থিক প্রতিষ্ঠান বন্ধের নির্দেশনা দিয়েছে, সরকারি সাপ্তাহিক ছুটি মিলিয়ে এমনিতেই তিন বন্ধ থাকত ব্যাংক",1
"২ শতাংশ টাকা জমা দিয়ে (ডাউন পেমেন্ট) ১০ বছরের ঋণ পুনর্গঠন, পুনঃ তফসিল এক্সিট সুবিধা পাবে",1
"এরপরেই বিকেলে বাংলাদেশ ব্যাংক প্রজ্ঞাপন জারী বলেছে, করোনাভাইরাসের সংক্রমণ নিয়ন্ত্রণে ১৪ এপ্রিল ২১ এপ্রিল 'সর্বাত্মক লকডাউনে' ব্যাংক বন্ধ থাকবে",1
৪ শতাংশ গ্রাহককে হচ্ছে,1
সিএমএসএমই খাতে ৯ শতাংশ সুদের সরকার ৫ শতাংশ সুদ ভর্তুকি দিচ্ছে,1
ঋণ বিতরণের সময়ও ৩০ জুন বাড়িয়েছে কেন্দ্রীয় ব্যাংক,1
"এদিকে করোনাভাইরাসের প্রকোপের কারণে অতি ক্ষুদ্র, ক্ষুদ্র মাঝারি খাতের (সিএমএসএমই) ২০ টাকার ঋণ তহবিল বরাদ্দ হয়েছিল, বিতরণ হয়েছে ৭২ শতাংশ",1
"সুবিধা আগ্রহী চামড়া ব্যবসায়ীরা জুন আবেদন পারবেন, ৩১ মার্চ পর্যন্ত",1
"যেকোনো সমস্যা সহযোগিতার ০১৭১২-১৬৮৯১৭, ০১৭৩৮-১৯৫১০৬ ০১৭৫৬-১৭৩৫৬০—এই তিনটি নম্বরে যোগাযোগ হয়েছে",1
সন্ধ্যা ৭টা রাত ১২টা পর্যন্তও রান্নাঘর খোলা যাবে,1
এ ছাড়া ই-কমার্স প্রতিষ্ঠানগুলোর সংশ্লিষ্ট রেস্তোরাঁগুলোর রান্নাঘর দুপুর ১২টা সন্ধ্যা ৭টা রাত ১২টা সকাল ৬টা খোলা যাবে,1
শেষ ২৬ ২৯৮টি প্রতিষ্ঠান ভ্যাট রিটার্ন দিয়েছে,1
১২ এপ্রিল দ্বিতীয়বারের জনপ্রিয় মোটরসাইকেল ব্র্যান্ড ইয়ামাহার ব্র্যান্ড অ্যাম্বাসেডর হিসেবে চুক্তিবদ্ধ হলেন সাকিব আল হাসান,1
বর্তমানে সারা দেশে ইয়ামাহার ৭৭টি ৩এস ডিলার পয়েন্ট ২টি ফ্ল্যাগশিপ শো-রুম রয়েছে,1
স্বনামধন্য কোম্পানি এসিআই লিমিটেডের সহায়ক প্রতিষ্ঠান হিসেবে ২০০৭ সালে এসিআই মটরস যাত্রা করে,1
নিবন্ধন রিটার্ন দাখিল বাধ্যতামূলক গত মাসে জমা দিয়েছে ৪২ শতাংশ,1
' বর্তমানে সারা দেশে ২ লাখ ৪৪ ১৬টি প্রতিষ্ঠান ভ্যাট নিবন্ধন নিয়েছে,1
প্রতিষ্ঠানের রিটার্ন জমা বাধ্যতামূলক সাড়ে ৪২ শতাংশ রিটার্ন দিয়েছে,1
ঢাকা দক্ষিণ ভ্যাট কমিশনারেটে সবচেয়ে ৬১ ৮৮৯টি প্রতিষ্ঠান ভ্যাট নিবন্ধন নিয়েছে,1
পণ্য সরবরাহকারী (ডেলিভারিম্যান) দুপুর ১২টা সকাল ৬টা স্বাস্থ্যবিধি মেনে স্বাভাবিক চলাফেরা পারবেন,1
অন্যদিকে সারা দেশে ছোট-বড় ২২ লাখ দোকান আছে,1
"বাংলাদেশ দোকান মালিক সমিতির হিসাবে, সারা দেশে ছোট-বড় ২৫ শপিং মল বিপণিবিতান আছে",1
"৮ এপ্রিল জাতীয় রাজস্ব বোর্ড (এনবিআর) জানিয়ে দিয়েছিল, আইন অনুযায়ী মাসের ১৫ তারিখের রিটার্ন হবে",1
২ শতাংশ সুদ ৪ লাখ ৬৫ ৭২৮ টাকা আরোপ হয়েছে,1
আরোপিত ভ্যাট সম্পূরক শুল্কের পরিমাণ ৪ লাখ ১৭ ৪৪৭ টাকা,1
"নারায়ণগঞ্জ ক্লাব লিমিটেড ৯৫, বঙ্গবন্ধু রোড, নারায়ণগঞ্জে অবস্থিত",1
সকাল ১০টা ব্যাংকিং কার্যক্রম হয়েছে,1
অর্থাৎ সাপ্তাহিক ছুটির ছাড়া ১৫ ২১ এপ্রিল সময়ে ব্যাংকিং কার্যক্রম চলবে,1
সর্বাত্মক লকডাউনের আওতায় প্রথমে ব্যাংক ব্যাংক বন্ধ রাখার ঘোষণা দেওয়ায় ১৩ এপ্রিল রাজধানীর এলাকার ব্যাংকগুলোতে গ্রাহকের উপচে পড়া ভিড় হয়,1
গতকাল বুধবার শেয়ারবাজারে লেনদেন দিনই কোম্পানিটির বাজারমূল্য ১০০ বিলিয়ন ডলার ছুঁয়ে ফেলেছে,1
গতকাল লেনদেনের একপর্যায়ে সংস্থাটির শেয়ারের দর ৩৮১ ডলার ওঠে,1
৩৩০ ডলারে লেনদেন শেষ হয়,1
"বিশ্বব্যাপী ১০০টির দেশে বিটকয়েন, বিটকয়েন ক্যাশ, এথেরিয়াম, এথেরিয়াম ক্ল্যাসিক, লাইটকয়েন ব্রোকার এক্সচেঞ্জার স্টোরেজ হিসেবে করে",1
৫০ লাখের ব্যবহারকারী রয়েছে কয়েনবেসের,1
গত মার্চের শেষ ব্যবহারকারীদের ২২৩ বিলিয়ন ডলারের ডিজিটাল মুদ্রা ছিল,1
সংস্থাটি ২০১২ সালে প্রতিষ্ঠিত হয়,1
৩৮ বছর বয়সী এয়ারবিএনবির সাবেক সফটওয়্যার ইঞ্জিনিয়ার কয়েনবেসের ২১ শতাংশ শেয়ারের মালিক,1
২০২০ সালে ডিজিটাল মুদ্রার দাম বেড়েছে ৩০০ শতাংশ,1
"২০২১ সালে টেসলা, মাস্টারকার্ড, ব্ল্যাকরকের কোম্পানি মুদ্রায় বিনিয়োগ করায় দাম বেড়েই যাচ্ছে",1
২০২০ সালে মুদ্রার দাম বেড়েছে ৪৬৫ শতাংশ,1
গত মঙ্গলবার বিটকয়েনের দাম বেড়ে ৬৩ ডলারে পৌঁছেছে,1
গত ১৩ মার্চ বিশ্বের বৃহত্তম ক্রিপ্টোকারেন্সির মূল্য প্রথমবারের ৬০ ডলার ছাড়ায়,1
"কাল বুধবার সকাল ৬টা ২১ এপ্রিল মধ্যরাত চলাচলের ওপর শর্তসাপেক্ষে নিষেধাজ্ঞা আরোপ মন্ত্রিপরিষদ বিভাগ, ভিত্তিতে বাণিজ্য মন্ত্রণালয়ের ই-কমার্স সেল মঙ্গলবার দেশের সংশ্লিষ্ট দপ্তরগুলোতে চিঠি পাঠিয়ে নির্দেশনা দিয়েছে",1
মানের খেজুর কেজিপ্রতি ৮০-১০০ মধ্যম মানের খেজুর ২০০-২৫০ টাকার পারবে না,1
ঢাকায় ২৮টি মনিটরিং দলও করবে,1
"কৃষি বিপণন অধিদপ্তরের তথ্য অনুযায়ী রমজান মাসে ৮০ মেট্রিক টন ছোলা, তিন লাখ টন পেঁয়াজ, লাখ টন ভোজ্যতেল, ৮০ টন মসুর ডাল, এক লাখ ৩৬ টন চিনি ৪০ ৫০ টন খেজুরের চাহিদা রয়েছে",1
২০২১ সালে উল্টে–পাল্টে হিসাবই,1
সময়ে বছরে গড়ে দরিদ্র মানুষের সংখ্যা কমেছে ৪ ৯০ লাখ,1
"অর্থ, প্রতিবছর মধ্যবিত্ত বেড়েছে ৫ ৪০ লাখ",1
"পরিসংখ্যান অনুযায়ী, ২০১১ ২০১৯ সালের বিশ্বে মধ্যবিত্তের সংখ্যা ৮৯ ৯০ লাখ বৃদ্ধি পেয়ে হয়েছে ১৩৪ কোটি",1
"মার্কিন গবেষণা প্রতিষ্ঠান পিউ রিসার্চ সেন্টারের মতে, কোভিড-১৯–এর কারণে বিশ্বে মধ্যবিত্তের সংখ্যা কমেছে ৯ কোটি, দরিদ্র মানুষের সংখ্যা বেড়েছে ১৩ ১০ লাখ",1
"দিনে ২ দশমিক শূন্য ১ ডলার ১০ ডলার আয় নিম্ন আয়ের মানুষ, ১০ দশমিক শূন্য ১ ডলার ২০ আয়ের মানুষেরাই মধ্যম আয়ের, ২০ দশমিক শূন্য ১ ৫০ ডলার আয় উচ্চ মধ্যম আয়ের দিনে ৫০ ডলারের আয় উচ্চ আয়ের শ্রেণিতে পড়বে",1
"দিনে ২ ডলারের কম আয় করে, তারাই দরিদ্র বিশ্বব্যাপী স্বীকৃত",1
মিলানোভিচ ২০০৮ সাল উপাত্ত করলেও পিকেটি ২০১৬ সাল পর্যন্ত,1
"প্রখ্যাত সাংবাদিক, টাইম ম্যাগাজিন–এর সাবেক সম্পাদক জিম ফ্রেডারিক ২০০২ সালে লিখেছিলেন, চীনের বাড়তে মধ্যবিত্তই দেশটির ভবিষ্যৎ নির্ধারক",1
"বলেছিলেন, বিশ্বের সবচেয়ে সম্পদশালী ১ শতাংশের আয় বেড়েছে ৬০ শতাংশ, বিশ্বের মধ্যবিত্তের বেড়েছে ৭০ ৮০ শতাংশ",1
"২০১৩ সালে প্রকাশিত 'গ্লোবাল ইনকাম ডিস্ট্রিবিউশন: ফ্রম দ্য ফল অব দ্য বার্লিন ওয়াল টু দ্য রিসেশন' নামের গবেষণায় বিশ্বব্যাংকের উপাত্ত দেখালেন, ২০ বছরের আয়ের দিক বড় বিজয়ী বিশ্বের অতিধনী মধ্যবিত্ত শ্রেণি",1
"ক্রিস্টোফার লাকনার ১৯৮৮ ২০০৮ সাল সময়ের উপাত্ত গবেষণাটি করেছিলেন, গত দশকের অন্যতম বড় বিশ্বব্যাপী স্বীকৃত",1
৩. মধ্যবিত্তরা দরিদ্রদের তুলনায় ভোগ একটু গুণগত মানের পণ্য সেবা পেতে কিছুটা খরচ করতেও রাজি থাকে,1
"২. মধ্যবিত্ত মূল্যবোধ মানব পুঁজি আহরণ সঞ্চয়ের ওপর জোর দেয়, অর্থনীতিক উন্নয়নের প্রধান উপকরণ",1
যেমন: ১. উদ্যোক্তা সাধারণত মধ্যবিত্ত শ্রেণি আসে,1
দারিদ্র্যসীমার নিচে বাস মানুষের সংখ্যা ১১০ কমে হয়েছে ৬৯ ১০ লাখ,1
সময়ে উচ্চ আয়ের মানুষ ৪৫ ৯০ লাখ বৃদ্ধি পেয়ে হয়েছে ৫৭ ৬০ লাখ,1
"মহামারির বিশ্বের সবচেয়ে দারিদ্র্য মানুষের বাস সাবসাহারা আফ্রিকায়, ৪৯ ৪০ লাখ",1
"দ্বিতীয় স্থানে দক্ষিণ এশিয়া, ১০ ৪০ লাখ",1
"সবচেয়ে মধ্যবিত্ত পূর্ব এশিয়ায়, ৬৭ ২০ লাখ",1
"এরপরেই দক্ষিণ এশিয়া, মধ্যবিত্তের সংখ্যা ১২ ৩০ লাখ",1
"পিউ রিসার্চ সেন্টার বলছে, কোভিডের কারণে দক্ষিণ এশিয়ায় দরিদ্র মানুষের সংখ্যা বাড়বে ৭ ৮০ লাখ, সাবসাহারা আফ্রিকায় বাড়বে ৪ কোটি",1
যেমন: মহামারির কারণে দক্ষিণ এশিয়ায় মধ্যবিত্ত কমবে ৩ ২০ লাখ পূর্ব এশিয়ায় কমবে ১ ৯০ লাখ,1
বাংলাদেশ উন্নয়ন গবেষণা প্রতিষ্ঠানের (বিআইডিএস) মহাপরিচালক বিনায়ক সেন ২০১৫ সালে বাংলাদেশের মধ্যবিত্ত গবেষণা করেছিলেন,1
তখনকার বাংলাদেশের ২০ শতাংশ জনগোষ্ঠী ৩ ৫৮ লাখ মানুষ মধ্যবিত্ত,1
"গবেষণায় হয়েছিল, ২০৩০ সালের দেশের এক-তৃতীয়াংশ মানুষ মধ্যবিত্ত হবে",1
"সেই গবেষণায় হয়েছিল, ১৯৯২ সালে বাংলাদেশের জনগোষ্ঠীর ৯ শতাংশ মধ্যবিত্ত ছিল",1
"তবে ২০২০ সালের জুলাই মাসে ডয়েচে ভেলকে এক সাক্ষাৎকারে বিনায়ক সেন বলেছেন, মধ্যবিত্ত আসলে বুঝি দারিদ্র্য রেখার ওপর আছে",1
"আয়ের দিক ২ ৪ ডলারের যারা, মধ্যবিত্ত",1
"প্রেক্ষাপটে যেসব পরিবারের আয় ৪০ ৮০ হাজারের মধ্যে, মধ্যবিত্ত পারি",1
কোভিড পরিস্থিতির বাংলাদেশে মধ্যবিত্ত ৩০ শতাংশে উন্নীত হয়েছিল,1
যুক্তরাষ্ট্রভিত্তিক বহুজাতিক গবেষণা প্রতিষ্ঠান বোস্টন কনসালটিং গ্রুপ (বিসিজি) ২০১৫ সালেই বাজার চাহিদার দৃষ্টিকোণ বাংলাদেশের মধ্যবিত্ত গবেষণা করেছিল,1
অর্থনৈতিক উন্নয়নে মধ্যবিত্তের ভূমিকা গুরুত্ব কতটা? অর্থনীতিতে নোবেল জয়ী অভিজিৎ বন্দ্যোপাধ্যায় এস্থার দুফলো ২০০৭ সালে বিশ্বের মধ্যবিত্ত শ্রেণি গবেষণা করেছিলেন,1
১৯৯১ সালেও চীনের জনসংখ্যার ৪০ শতাংশ দরিদ্র,1
১৪ এপ্রিল আরোপিত কঠোর বিধিনিষেধের আওতায় হোটেল–রেস্তোরাঁ খোলা থাকবে,1
মহামারি-পূর্ব সময়ের প্রক্ষেপণের তুলনায় নিম্নমধ্যম আয়ের দেশে মাথাপিছু জিডিপি হ্রাসের হার দাঁড়াবে ৫ দশমিক ৭ শতাংশ উদীয়মান দেশগুলোতে ২ দশমিক ৩ শতাংশ,1
"৫ এপ্রিল বিধিনিষেধ আরোপ হয়, অনলাইনে কেনাবেচার বিষয়টি হয়েছিল",1
আজকের প্রজ্ঞাপন অনুযায়ী ১৪ তারিখ এসব প্রতিষ্ঠান বন্ধ থাকবে,1
'করোনার সংক্রমণ প্রতিরোধে ৫ এপ্রিল সারা দেশে চলাচলে সরকারি বিধিনিষেধ আরোপ আছে,1
২০০৮ সালের বৈশ্বিক আর্থিক সংকটের তুলনায় মধ্যমেয়াদি ক্ষতি কম হবে,1
সামগ্রিকভাবে দেশের সরকার ১৬ লাখ ডলারের রাজস্ব সহায়তা মানুষের পাশে দাঁড়িয়েছে,1
মহামারি-পূর্ব সময়ের প্রক্ষেপণের তুলনায় ৯ ৫০ লাখ অতিরিক্ত মানুষ চরম দারিদ্র্যের কাতারে নেমে আসবে,1
চীনের প্রবৃদ্ধির হার ইতিমধ্যে মহামারি-পূর্ব সময়ে গেলেও উদীয়মান বড় অর্থনীতিগুলোর জায়গায় ফেরত ২০২৩ সাল লেগে যাবে,1
১৯৭৮ সালে অর্থনৈতিক সংস্কার হওয়ার চীনের অর্থনৈতিক অগ্রযাত্রা শুরু,1
প্রবৃদ্ধির হার দাঁড়াতে ৮ দশমিক ৪ শতাংশ,1
"মার্কিন যুক্তরাষ্ট্রের কথা হয়, প্রেসিডেন্ট জো বাইডেনের ১ লাখ ৯০ ডলারের প্রণোদনা প্যাকেজের বদৌলতে চলতি বছর দেশটির প্রবৃদ্ধির হার দাঁড়াতে ৬ দশমিক ৪ শতাংশ",1
২০২২ সালে দাঁড়াবে ৪ দশমিক ৪ শতাংশ,1
"আইএমএফের সর্বশেষ অর্থনৈতিক পূর্বাভাসে দেখিয়েছি, বছর বিশ্ব অর্থনীতির প্রবৃদ্ধির হার দাঁড়াবে ৬ শতাংশ",1
করোনার সংক্রমণ প্রতিরোধে ৫ এপ্রিল চলাচলে বিধিনিষেধ আরোপ হয়,1
"আজ সোমবার মন্ত্রিপরিষদ বিভাগের জারি প্রজ্ঞাপনে হয়েছে, ১৪ এপ্রিল খাবারের দোকান, হোটেল রেস্তোরাঁ দুপুর ১২টা সন্ধ্যা ৭টা রাত ১২টা সকাল ৬টা খোলা থাকবে",1
"এর করোনা সংক্রমণ প্রতিরোধে ৫ এপ্রিল সারা দেশে চলাচলে চলাচলে বিধিনিষেধ আরোপ হয়েছে, চলমান",1
বিকেল ৫টা রাত সাড়ে ৯টা-১০টা পর্যন্ত,1
' এক প্রতিবেশী ১৬০০ টাকায় একটা হাতগাড়ির ব্যবস্থা দিলেন,1
